East,North,Level,Au_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Rb_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zr_ppm,target_Au,Se_detectado,Te_detectado
7185.679,9242.846,909.93,0.009,8.31,2.54,119.9,0.77,0.05,10.31,0.46,21.74,13.76,26.74,7.55,4.1,20.64,0.06,1.41,0.12,8.51,1.78,1520.36,0.63,1.67,2.33,7.66,583.72,2.45,0.01,4.28,13.41,0.5,0.57,602.52,0.14,0.025,1.6,0.29,0.05,0.48,215.1,0.54,20.22,48.0,0,0,0
7303.975,9180.48,885.98,0.0025,6.29,6.64,356.18,1.47,0.05,1.63,0.24,52.85,6.24,4.01,3.58,3.86,16.3,0.11,2.88,1.35,22.11,0.24,443.52,0.64,3.84,9.26,0.52,1097.49,52.32,0.005,1.75,17.37,0.5,0.92,253.23,0.62,0.025,6.17,0.5,0.29,1.89,74.21,0.8,22.56,90.85,0,0,0
7313.698,9144.563,880.19,0.0025,5.01,4.2,483.34,1.55,0.21,1.39,0.07,46.78,3.53,12.08,8.4,2.59,11.37,0.06,3.13,1.45,19.73,1.01,352.95,0.42,1.01,14.12,3.24,86.11,69.03,0.005,7.33,6.91,0.5,1.69,124.23,0.65,0.071,5.68,0.45,0.38,1.65,43.26,0.93,17.35,100.12,0,0,1
7313.698,9144.563,881.19,0.01,8.32,1.62,217.12,1.71,0.05,1.37,0.14,73.07,7.1,2.13,1.74,3.99,20.35,0.1,3.17,0.52,33.16,1.51,1061.05,0.29,5.09,8.83,1.42,1432.86,22.25,0.005,2.25,19.02,0.5,1.91,324.61,0.71,0.025,6.9,0.66,0.16,2.26,115.41,0.75,23.29,105.78,0,0,0
6941.902,9320.45,876.0,0.0025,8.37,0.74,234.65,1.01,0.07,1.93,0.07,39.41,13.59,3.01,3.23,5.08,14.58,0.07,1.36,0.56,19.65,1.62,895.66,0.17,3.22,8.81,3.66,801.9,33.92,0.005,1.86,9.92,0.5,1.52,318.93,0.54,0.025,3.78,0.5,0.21,1.21,82.13,0.94,20.68,61.55,0,0,0
6945.164,9331.82,879.0,0.0025,9.25,0.95,515.11,1.29,0.05,1.89,0.08,49.79,16.43,12.3,7.19,4.7,16.77,0.06,1.73,1.63,23.04,1.04,755.51,0.19,3.3,8.36,7.46,1007.1,75.29,0.005,1.61,12.47,0.5,1.4,330.92,0.66,0.025,4.75,0.49,0.52,1.49,102.11,1.07,17.08,72.09,0,0,0
7982.963,8490.224,851.0,0.015,4.69,142.02,376.16,1.0,0.18,0.04,0.43,48.99,4.07,9.29,8.0,2.0,8.48,0.05,2.61,1.88,19.31,0.16,605.61,5.3,0.07,4.96,1.58,358.01,98.16,0.005,106.68,5.9,0.5,1.3,17.35,0.35,0.025,5.26,0.14,0.74,0.94,32.26,0.95,14.38,102.64,0,0,0
9739.973,6295.477,1498.0,0.188,0.77,9.25,29.42,0.2,0.05,0.04,2.12,2.04,1.85,20.13,2.47,0.85,1.74,0.08,0.1,0.18,0.97,0.17,225.42,0.31,0.03,0.22,1.79,53.14,15.14,0.02,12.0,1.2,0.5,0.31,13.39,0.025,0.025,0.3,0.02,0.12,0.1,13.57,0.1,1.09,5.55,1,0,0
9799.325,6367.975,1475.0,0.093,1.36,19.93,235.74,0.28,0.05,0.29,21.71,5.81,3.89,18.31,3.93,0.9,3.0,0.07,0.4,0.7,2.59,0.17,439.4,11.78,0.14,0.79,2.28,131.69,43.03,0.1,49.97,1.78,0.5,0.3,33.51,0.05,0.025,0.66,0.06,0.49,0.33,20.42,0.32,2.25,14.48,0,0,0
9897.863,6508.022,1455.0,0.029,4.38,524.93,145.68,0.61,0.05,0.2,0.09,6.26,14.14,17.49,4.09,10.83,10.98,0.08,2.18,0.84,3.36,0.14,47.44,44.5,2.0,4.91,18.43,740.41,41.24,0.6,20.34,10.08,1.0,1.68,326.14,0.35,0.025,3.16,0.36,7.53,0.95,147.97,0.55,4.54,74.7,0,1,0
9898.519,6509.823,1454.0,0.023,6.3,298.77,153.09,0.74,0.05,0.33,0.2,9.34,11.62,17.66,5.02,9.17,14.39,0.11,2.3,0.91,4.41,0.6,199.2,38.05,2.32,5.9,19.16,665.87,54.35,0.54,21.32,12.97,1.02,1.95,397.31,0.34,0.025,3.88,0.36,3.04,1.12,121.11,0.69,7.0,92.21,0,1,0
9900.955,6524.649,1456.0,0.024,3.91,169.83,205.75,0.65,0.24,0.16,0.59,12.49,19.87,18.4,6.67,6.95,8.99,0.08,1.7,1.03,6.66,0.59,436.91,27.61,0.81,2.88,19.39,446.07,61.59,1.95,6.11,11.45,1.01,16.91,118.73,0.21,0.025,2.35,0.23,1.32,0.94,150.29,0.63,6.43,66.86,0,1,0
9900.994,6526.062,1456.0,0.037,2.86,147.18,209.73,0.55,0.29,0.12,0.7,8.47,15.25,16.23,3.81,7.15,8.47,0.09,1.56,0.84,4.75,0.34,216.86,37.22,0.8,2.73,12.29,437.26,47.44,1.48,7.98,9.56,2.86,25.64,112.99,0.19,0.025,2.09,0.23,1.66,1.01,146.37,0.54,5.27,64.45,0,1,0
9908.209,6530.959,1455.0,0.016,4.25,98.8,332.64,0.5,0.12,0.17,0.34,9.19,13.56,20.56,4.76,5.29,8.91,0.06,1.74,1.15,4.4,0.35,209.64,9.19,1.23,3.18,10.72,474.32,61.82,0.57,5.36,10.19,1.09,7.86,159.36,0.23,0.025,2.36,0.24,0.85,1.1,99.72,0.36,4.97,59.0,0,1,0
9909.227,6531.789,1455.0,0.021,3.97,99.99,198.17,0.59,0.15,0.21,0.52,12.67,21.68,20.3,4.04,6.19,9.22,0.08,1.6,0.76,5.23,0.56,293.25,10.68,1.22,3.0,14.07,425.75,49.42,1.08,6.42,11.48,1.9,12.08,152.83,0.21,0.025,2.6,0.22,1.16,1.03,167.03,0.52,5.38,73.6,0,1,0
9915.388,6636.172,1453.0,0.0025,8.7,5.64,469.04,1.05,0.05,4.87,0.14,32.8,19.2,26.01,3.34,4.82,19.33,0.14,3.52,1.4,16.71,1.76,875.31,1.8,1.92,7.11,9.38,970.42,30.68,0.04,1.78,17.88,0.5,1.52,434.33,0.53,0.025,4.47,0.51,0.29,1.57,147.99,0.71,20.28,147.62,0,0,0
9944.644,6620.537,1462.0,0.0025,7.33,8.05,230.25,1.01,0.05,5.06,0.14,39.7,20.96,22.49,6.5,4.74,16.15,0.13,3.32,1.32,18.55,1.94,1033.57,0.35,2.04,6.48,12.33,844.73,82.5,0.02,0.92,15.48,0.5,1.37,295.82,0.39,0.025,5.06,0.43,0.74,1.44,147.08,0.5,18.29,136.4,0,0,0
9962.632,6620.384,1473.0,0.0025,8.84,5.39,518.46,1.16,0.05,5.68,0.15,36.87,17.46,27.29,3.37,5.02,22.2,0.13,3.61,1.12,16.55,1.61,899.05,1.56,2.22,8.52,10.47,955.88,34.69,0.05,3.14,18.32,0.5,1.46,446.66,0.44,0.025,5.3,0.55,0.31,1.39,152.26,0.75,17.75,141.09,0,0,0
9757.765,6577.131,1416.75,0.019,5.58,45.0,494.64,0.68,0.05,0.79,0.32,26.81,16.78,22.95,8.49,3.29,11.22,0.11,2.12,2.09,11.55,1.09,931.45,2.52,0.78,4.36,8.65,560.75,134.13,0.07,21.43,10.09,0.5,1.25,148.27,0.26,0.025,3.37,0.28,1.5,1.25,98.12,1.36,11.19,81.26,0,0,0
9784.293,6633.692,1408.6,0.01,3.27,21.16,137.69,0.48,0.05,2.61,0.23,11.71,7.97,21.26,4.56,2.94,7.87,0.09,1.05,0.43,6.02,1.45,1513.5,2.66,0.59,2.31,4.85,313.36,29.5,0.05,9.27,5.23,0.5,0.65,106.81,0.15,0.025,1.59,0.16,0.29,0.53,58.18,0.49,6.24,37.76,0,0,0
9782.049,6637.738,1408.01,0.018,1.56,19.66,101.82,0.32,0.05,0.23,1.43,7.58,4.6,20.65,3.65,1.73,3.99,0.14,0.5,0.35,3.53,0.53,723.38,0.73,0.22,0.65,3.14,129.54,22.08,0.02,54.0,2.77,0.5,0.42,31.44,0.025,0.025,0.86,0.07,0.24,0.18,26.68,0.19,2.99,14.95,0,0,0
9892.451,6741.54,1405.1,0.006,0.84,6.62,30.6,0.17,0.005,29.98,0.2,19.6,2.21,5.49,1.94,1.15,2.51,0.025,0.21,0.15,11.84,0.26,5386.17,2.62,0.06,0.31,1.55,56.03,10.78,0.03,10.17,2.52,0.5,0.2,303.97,0.025,0.025,0.27,0.02,0.12,0.1,19.92,0.21,16.58,7.02,0,0,0
9890.076,6738.958,1404.28,0.005,3.19,8.93,157.4,0.62,0.05,0.52,5.55,17.3,6.37,17.72,8.45,3.88,8.16,0.09,1.27,0.67,10.05,1.12,2483.59,1.52,0.37,2.42,4.6,462.37,48.79,0.02,52.6,6.9,0.5,0.64,74.64,0.18,0.025,2.24,0.17,0.5,0.65,62.21,1.15,9.44,71.45,0,0,0
9687.255,7199.058,1285.0,0.024,1.51,76.34,98.64,0.26,0.05,0.05,0.07,4.16,6.66,21.16,3.02,2.7,4.21,0.025,0.46,0.35,2.92,0.68,411.37,16.08,0.02,0.98,4.86,338.65,20.16,0.02,31.32,2.69,0.5,0.39,15.26,0.05,0.025,0.74,0.07,0.35,0.86,38.56,0.38,2.26,18.74,0,0,0
9748.088,7293.679,1274.99,0.165,0.73,2.63,36.43,0.44,0.05,0.04,0.01,0.79,0.48,12.73,3.37,0.76,1.35,0.025,0.05,0.05,0.54,0.09,144.96,0.23,0.03,0.1,1.27,73.78,4.23,0.01,14.09,0.64,0.5,0.1,26.7,0.025,0.025,0.13,0.01,0.05,0.1,6.0,0.05,0.41,1.56,1,0,0
10038.807,6374.509,1516.88,0.008,0.63,35.07,30.1,0.17,0.05,13.55,0.16,2.6,3.67,7.55,1.31,1.59,2.16,0.025,0.2,0.04,1.54,0.43,2659.98,0.53,0.01,0.31,1.33,76.08,3.15,0.02,15.2,1.76,0.5,0.32,125.13,0.025,0.025,0.26,0.02,0.11,0.4,13.73,0.29,3.76,8.05,0,0,0
10033.823,6380.144,1518.7,0.007,1.62,17.01,100.09,0.36,0.05,3.6,0.63,7.9,3.0,17.3,5.12,1.81,3.76,0.06,0.47,0.42,3.94,0.5,629.38,0.71,0.03,0.92,2.21,207.08,30.88,0.02,55.97,3.14,0.5,0.43,51.38,0.07,0.025,0.82,0.1,0.27,0.32,30.21,0.66,3.7,19.7,0,0,0
10035.323,6380.144,1518.7,0.015,1.45,60.62,74.39,0.33,0.05,5.3,0.23,6.79,4.67,20.11,6.51,2.08,3.33,0.06,0.39,0.23,3.27,0.6,1002.03,1.25,0.05,0.64,2.33,120.22,16.29,0.07,70.04,2.27,0.5,0.27,78.58,0.05,0.025,0.55,0.06,0.19,0.31,25.09,0.42,2.79,14.25,0,0,0
10058.066,6382.384,1549.0,0.096,1.26,131.48,46.04,0.46,0.05,0.04,0.87,3.27,9.46,15.67,4.88,3.13,4.72,0.025,0.1,0.08,1.97,0.12,551.52,2.6,0.02,0.05,4.63,60.19,6.45,0.01,43.41,1.54,0.5,0.1,22.29,0.025,0.025,0.11,0.01,0.15,0.33,36.98,0.1,1.46,6.03,0,0,0
10061.589,6373.738,1530.51,0.005,9.83,23.26,397.63,1.15,0.05,0.48,0.2,28.4,15.46,25.38,25.71,4.58,21.21,0.09,2.55,2.97,13.24,0.53,1350.71,0.66,0.05,7.77,10.48,1005.13,141.19,0.01,6.47,18.15,0.5,1.58,37.1,0.5,0.025,3.26,0.51,1.43,1.41,164.32,3.55,14.26,98.94,0,0,0
10041.788,6370.285,1529.95,0.005,1.21,9.97,55.21,0.2,0.005,26.11,0.06,9.18,2.56,5.4,2.89,1.31,2.69,0.025,0.39,0.24,5.24,0.36,3461.28,0.23,0.01,0.92,0.29,129.13,14.99,0.04,12.72,2.24,0.5,0.3,354.8,0.06,0.025,0.71,0.06,0.13,0.19,20.16,0.75,5.42,57.85,0,0,0
10056.202,6374.427,1527.38,0.035,0.97,106.36,81.76,0.2,0.05,14.17,0.39,4.28,6.32,10.99,3.1,2.08,3.67,0.025,0.21,0.12,2.13,0.47,2169.05,1.85,0.03,0.39,2.82,87.53,9.29,0.15,18.36,1.59,0.5,0.22,133.32,0.025,0.025,0.25,0.03,0.17,0.41,29.31,0.57,2.6,9.13,0,0,0
10055.108,6385.345,1541.0,0.005,7.84,25.53,309.97,1.05,0.05,4.79,0.1,31.49,14.54,25.24,20.86,4.43,20.0,0.09,2.71,2.22,13.66,0.33,1147.89,0.55,0.06,6.13,6.65,816.04,100.67,0.02,6.75,17.75,0.5,1.19,33.7,0.43,0.025,3.54,0.49,0.96,1.21,139.08,2.03,15.12,99.49,0,0,0
10163.711,6252.092,1530.0,0.024,5.02,113.99,228.07,0.55,0.05,10.57,0.19,23.87,17.61,12.78,17.26,4.54,12.04,0.06,2.38,1.35,12.87,1.27,2223.89,8.99,0.41,4.31,8.07,561.6,102.26,0.02,9.36,11.31,0.5,0.91,157.74,0.26,0.025,3.18,0.26,0.71,1.32,96.11,1.53,15.11,83.91,0,0,0
10160.057,6251.813,1537.0,0.0025,6.77,27.28,74.78,0.78,0.05,9.99,0.1,35.75,16.79,18.68,3.07,3.86,15.01,0.1,2.66,0.2,17.74,0.11,2285.25,5.29,0.01,5.37,7.72,692.78,11.74,0.02,5.2,13.97,0.5,0.96,36.83,0.42,0.025,4.65,0.38,0.33,1.44,114.76,2.49,21.6,106.82,0,0,0
10293.22,6104.378,1471.83,0.008,0.64,12.67,32.75,0.18,0.005,7.81,0.05,4.31,2.23,15.52,2.41,1.18,2.08,0.11,0.21,0.12,2.79,0.29,1835.39,0.31,0.03,0.21,1.29,49.44,8.92,0.02,26.32,1.53,0.5,0.2,103.63,0.025,0.025,0.27,0.03,0.08,0.1,15.13,0.1,3.15,5.64,0,0,0
10299.045,6102.594,1500.0,0.014,1.29,46.21,42.84,0.27,0.05,8.31,0.15,8.82,4.13,14.83,3.5,2.0,2.95,0.025,0.41,0.28,4.58,0.47,1610.46,2.01,0.03,0.74,5.14,129.59,18.05,0.04,34.34,2.44,0.5,0.31,89.83,0.05,0.025,0.68,0.05,0.24,0.32,25.74,0.48,3.73,20.13,0,0,0
10305.26,6105.792,1479.71,0.011,1.66,24.02,56.77,0.29,0.05,21.87,0.09,12.57,5.43,5.79,5.51,1.71,3.91,0.05,0.65,0.52,7.43,0.25,4282.77,0.98,0.01,1.03,2.53,168.59,32.02,0.02,20.7,3.42,0.5,0.37,188.21,0.07,0.025,0.87,0.08,0.3,0.28,29.75,0.48,7.25,19.53,0,0,0
10305.31,6105.992,1479.71,0.011,9.55,23.87,395.86,1.14,0.05,5.63,0.09,32.2,15.48,20.08,21.54,3.9,19.47,0.1,2.14,3.17,13.74,0.78,1262.01,0.31,0.05,6.82,8.55,879.91,132.43,0.02,8.22,15.25,0.5,1.71,56.23,0.41,0.025,3.77,0.45,1.36,1.08,153.68,1.7,13.98,79.97,0,0,0
10305.331,6101.508,1476.73,0.012,1.03,27.27,47.1,0.22,0.05,15.35,0.18,7.27,3.23,14.42,2.84,1.32,2.42,0.05,0.29,0.34,4.2,0.22,3066.74,0.77,0.02,0.64,1.87,111.13,25.74,0.02,28.25,2.33,0.5,0.6,161.04,0.05,0.025,0.6,0.05,0.21,0.19,26.33,0.2,4.68,10.37,0,0,0
10406.749,6048.345,1482.0,0.0025,8.66,18.39,289.53,0.79,0.06,3.74,0.16,24.68,15.45,29.54,9.42,4.62,18.05,0.07,1.5,1.02,12.45,3.15,1225.85,2.27,2.0,4.6,10.87,699.79,44.09,0.22,3.27,14.37,0.5,0.96,528.04,0.34,0.025,2.46,0.45,0.91,0.71,146.34,0.42,12.75,58.17,0,0,0
10405.918,6048.194,1483.0,0.008,5.9,34.07,235.02,0.78,0.11,9.61,0.24,25.48,14.27,15.98,19.16,3.71,11.44,0.06,1.72,1.4,15.37,3.02,3091.85,3.05,0.27,3.26,8.11,1244.0,103.88,0.24,5.62,9.74,0.5,0.86,180.32,0.25,0.025,2.71,0.3,1.31,1.2,77.09,0.46,12.57,71.2,0,0,0
10404.521,6048.041,1484.0,0.005,0.2,26.42,10.34,0.08,0.05,27.77,0.1,1.74,1.91,1.09,0.45,0.64,0.66,0.025,0.05,0.01,1.3,1.83,4085.56,6.3,0.01,0.11,1.58,437.53,0.65,0.06,3.7,0.29,1.08,0.1,332.65,0.025,0.025,0.06,0.01,0.41,1.38,19.85,0.21,0.98,1.3,0,1,0
10403.693,6047.974,1485.0,0.0025,8.01,15.58,331.53,0.94,0.05,3.29,0.07,32.44,20.01,22.45,18.02,4.89,21.42,0.1,1.9,2.35,14.7,1.91,982.72,0.39,1.97,6.43,18.74,887.12,110.49,0.36,8.13,16.45,0.5,1.19,218.07,0.39,0.025,3.46,0.49,1.83,0.92,136.78,0.57,15.67,76.44,0,0,0
7424.562,8619.624,632.81,0.024,1.49,13.19,129.57,0.41,0.15,0.06,0.07,8.1,5.91,18.21,2.84,1.17,3.25,0.025,0.75,0.52,2.92,0.09,367.52,34.33,0.02,1.39,2.18,134.9,32.95,0.02,25.95,2.03,0.5,0.39,7.35,0.09,0.025,1.04,0.08,0.32,0.19,16.78,0.41,2.61,23.5,0,0,0
7399.22,8631.432,642.17,0.0025,7.81,3.76,195.9,0.97,0.1,1.32,0.06,52.36,5.27,6.09,5.79,3.29,16.2,0.11,2.2,1.75,22.96,0.46,1833.1,2.22,2.01,7.91,2.21,426.48,83.82,0.05,4.51,10.5,0.5,10.68,115.85,0.59,0.025,9.09,0.23,0.85,2.28,33.1,1.45,17.82,78.19,0,0,0
7365.083,8645.858,635.17,0.0025,8.52,19.17,487.98,1.47,0.05,0.22,0.26,53.36,12.67,3.01,33.17,4.38,21.04,0.24,3.17,3.39,26.75,0.21,2750.11,2.07,0.07,11.8,2.41,676.67,261.69,0.01,757.72,9.51,0.5,1.92,17.75,0.85,0.025,7.51,0.43,2.18,2.17,70.28,2.93,18.15,112.43,0,0,0
7359.267,8649.93,635.17,0.0025,9.27,39.1,582.12,1.53,0.05,0.36,0.23,56.81,15.44,3.93,61.91,4.78,20.6,0.15,5.06,3.64,25.33,0.23,1729.47,3.78,0.09,12.32,3.3,769.8,228.02,0.02,80.14,11.92,0.5,1.97,37.95,0.82,0.025,9.31,0.42,1.92,3.04,95.79,2.68,29.39,218.56,0,0,0
6267.186,9103.737,593.68,0.0025,3.14,0.84,138.82,0.35,0.05,0.19,0.17,15.22,18.71,113.81,3.0,3.99,8.81,0.05,1.1,0.47,6.52,1.57,652.34,0.41,0.04,8.53,60.54,318.79,27.02,0.02,9.75,7.73,0.5,0.7,34.19,0.42,0.025,1.79,0.38,0.26,0.4,60.34,2.38,4.17,54.22,0,0,0
6335.46,9129.624,635.0,0.007,3.19,1.91,29.39,0.24,0.05,17.08,0.38,20.1,13.34,70.23,0.42,2.66,8.93,0.05,0.87,0.02,10.17,1.43,2212.67,0.46,0.25,2.08,51.84,399.99,1.18,0.02,4.51,8.78,0.5,0.92,535.72,0.13,0.025,1.07,0.19,0.01,0.32,69.98,1.58,11.66,24.06,0,0,0
6365.987,9165.388,646.4,0.0025,1.54,0.6,18.68,0.16,0.005,19.15,0.31,8.48,24.55,44.65,0.31,4.01,3.56,0.025,0.54,0.01,3.44,2.54,2201.88,0.45,0.01,1.34,56.94,195.31,0.3,0.07,1.92,4.78,0.5,0.58,357.04,0.08,0.025,0.43,0.1,0.01,0.18,33.94,1.2,8.6,11.23,0,0,0
6466.191,9148.689,663.15,0.0025,6.42,2.05,494.49,1.63,0.08,0.1,0.05,50.83,0.53,4.36,2.86,0.84,10.64,0.07,2.89,1.76,29.31,0.06,262.37,0.36,1.83,7.43,0.65,123.86,102.4,0.02,1.37,1.37,0.5,1.49,104.12,0.93,0.025,22.4,0.04,0.9,5.94,1.92,0.27,10.59,73.51,0,0,0
6775.243,9176.615,699.85,0.0025,8.0,2.96,219.11,0.86,0.55,2.96,0.11,36.21,16.67,17.11,1.66,4.78,17.62,0.09,1.61,0.43,15.41,1.43,820.75,0.28,2.47,6.0,8.57,881.75,27.14,0.01,4.69,16.78,0.5,1.93,382.62,0.36,0.05,3.81,0.53,0.29,1.88,168.45,1.74,18.42,51.25,0,0,1
6934.998,9138.164,715.3,0.0025,6.27,1.87,576.41,1.29,0.11,0.09,0.05,42.71,0.56,6.57,5.98,0.96,10.95,0.05,2.38,2.53,20.74,0.09,238.23,1.75,0.16,5.93,0.82,57.12,130.3,0.01,8.57,1.21,0.5,1.78,16.43,0.72,0.025,16.67,0.05,1.36,3.57,3.06,0.41,7.81,60.95,0,0,0
6896.213,8964.498,616.0,0.0025,6.68,1.62,225.92,0.92,0.17,2.01,0.09,45.26,10.98,13.6,5.89,3.88,18.55,0.12,2.52,1.6,22.41,1.24,1027.46,0.12,0.12,5.88,5.27,1189.98,119.7,0.02,5.96,13.38,0.5,1.28,120.51,0.39,0.025,4.74,0.43,0.76,1.94,93.47,2.11,22.26,118.61,0,0,0
6866.761,8979.233,634.0,0.0025,8.5,1.08,631.94,1.51,0.19,1.48,0.13,25.23,13.31,11.59,26.2,6.94,21.18,0.1,3.16,2.3,16.07,0.94,753.09,0.24,0.27,5.64,7.99,816.16,153.82,0.02,3.38,19.4,0.5,1.36,117.7,0.33,0.025,2.89,0.53,1.16,0.63,108.22,0.85,19.91,117.19,0,0,0
6312.578,9072.216,596.0,0.0025,5.06,0.93,342.35,1.01,0.07,0.44,0.22,24.54,14.54,39.5,19.65,3.86,11.54,0.07,1.84,1.63,10.65,1.85,563.39,0.36,0.06,6.71,32.49,200.41,91.3,0.01,9.48,10.81,0.5,0.98,39.26,0.42,0.025,3.34,0.4,0.63,1.05,69.96,1.56,11.31,66.15,0,0,0
6117.019,9021.901,574.0,0.0025,5.64,1.5,295.58,1.02,0.05,7.36,0.22,26.06,25.99,124.44,8.91,3.86,11.43,0.07,1.8,0.8,12.88,2.08,1595.44,0.42,0.24,7.35,59.93,845.3,40.44,0.01,1.75,16.41,0.5,0.78,245.67,0.41,0.025,2.31,0.41,0.25,0.54,101.98,0.33,14.36,68.42,0,0,0
6090.277,9033.208,574.0,0.026,1.54,0.37,75.69,0.15,0.05,2.78,0.13,9.95,8.95,34.17,0.91,1.87,3.57,0.025,0.1,0.09,4.96,1.03,778.14,0.31,0.01,0.83,22.4,366.49,3.66,0.01,2.71,4.53,0.5,0.28,43.95,0.07,0.025,0.43,0.05,0.05,0.19,41.27,0.19,4.22,4.26,0,0,0
6273.473,9078.348,593.0,0.0025,7.11,2.36,432.38,1.1,0.34,0.33,0.08,35.99,4.27,5.27,22.18,1.4,15.98,0.06,1.7,2.2,16.88,0.99,313.34,0.24,0.28,7.86,6.39,539.3,111.63,0.01,14.59,3.16,0.5,2.45,155.1,1.18,0.025,10.99,0.1,1.18,6.15,10.03,1.38,11.96,41.47,0,0,0
6274.946,9078.549,595.0,0.0025,8.67,2.99,522.61,0.69,0.53,1.22,0.34,48.19,18.59,54.1,22.77,3.79,19.81,0.11,1.74,1.98,30.62,1.69,990.35,0.39,0.25,11.03,24.86,3847.8,110.23,0.01,9.11,14.06,0.5,1.17,218.49,0.7,0.025,6.75,0.51,1.14,4.96,96.81,0.77,21.01,88.06,0,0,0
6276.2,9078.549,596.0,0.0025,6.7,2.99,380.73,0.96,0.46,0.78,0.3,35.97,15.24,41.79,18.22,4.88,15.21,0.08,2.08,1.7,21.41,1.65,620.24,0.45,0.18,10.21,21.63,2900.67,96.98,0.01,11.28,9.63,0.5,1.31,171.02,0.59,0.025,6.24,0.43,1.01,3.66,97.76,1.4,15.9,79.32,0,0,0
6277.332,9078.652,596.0,0.0025,1.39,7.01,75.01,0.2,0.38,0.08,0.09,24.77,3.89,21.8,3.27,3.03,2.45,0.025,0.59,0.27,10.68,0.27,200.52,0.59,0.09,3.19,4.93,184.13,12.82,0.02,16.07,2.1,0.5,0.66,31.75,0.18,0.025,3.65,0.13,0.16,0.54,29.24,0.85,3.13,31.51,0,0,0
6292.924,9084.253,609.0,0.0025,3.5,0.98,211.59,0.51,0.05,0.47,0.42,14.17,17.07,92.2,5.34,3.67,7.02,0.05,1.59,0.63,6.29,1.32,623.73,0.55,0.04,7.0,51.71,666.7,34.1,0.01,2.77,7.12,0.5,0.55,44.87,0.31,0.025,1.64,0.31,0.29,0.59,74.29,0.4,7.8,62.77,0,0,0
6456.45,9044.413,610.0,0.0025,7.19,0.95,619.06,1.66,0.08,0.22,0.18,49.32,1.14,3.76,4.62,1.43,14.21,0.05,3.74,2.09,24.83,0.14,368.02,0.69,2.62,5.54,1.19,150.97,88.76,0.01,2.6,2.68,0.5,1.65,179.13,0.7,0.025,18.99,0.06,0.69,6.03,7.14,0.79,14.72,101.99,0,0,0
6598.299,9015.171,624.0,0.0025,6.08,3.18,567.44,1.32,0.05,0.47,0.16,44.37,1.42,4.57,7.29,1.12,9.74,0.07,2.19,2.8,32.25,0.16,525.94,0.69,0.31,5.95,0.94,103.4,126.37,0.02,3.14,1.68,0.5,2.38,33.04,0.73,0.025,20.08,0.06,1.28,4.03,8.65,0.82,20.39,62.77,0,0,0
9250.801,7427.507,1239.39,0.0025,7.86,7.69,725.88,1.2,0.05,4.19,0.3,42.03,20.65,22.99,5.12,4.75,17.39,0.11,3.6,1.81,20.12,2.21,993.79,1.54,2.09,10.4,16.45,911.58,52.67,0.05,2.25,19.07,0.5,1.68,535.77,0.65,0.025,7.76,0.56,0.47,1.93,160.5,0.78,22.1,155.07,0,0,0
9416.112,7499.893,1209.93,0.0025,8.27,7.39,489.59,1.18,0.16,2.68,0.18,28.85,11.7,19.52,7.51,4.05,19.87,0.09,2.45,1.18,14.89,1.15,784.94,0.39,2.67,6.15,6.02,815.0,29.84,0.05,0.95,12.34,0.5,1.63,443.14,0.46,0.066,5.22,0.4,0.35,1.56,98.66,0.64,14.31,90.09,0,0,1
9570.979,7583.363,1204.78,0.0025,5.51,3.35,648.8,1.46,0.09,1.14,0.09,65.78,1.24,4.31,5.32,1.07,12.59,0.025,4.1,1.87,32.97,0.17,247.56,3.79,1.34,11.29,0.76,169.43,88.68,0.01,8.42,3.5,0.5,2.76,209.5,0.99,0.025,22.9,0.08,0.56,6.53,3.0,1.78,24.62,143.31,0,0,0
9751.766,7554.263,1177.4,0.0025,6.85,0.1,458.78,2.09,0.05,1.78,0.14,86.92,1.35,1.9,11.85,1.25,15.8,0.07,4.66,2.25,34.83,0.12,524.91,1.05,1.43,12.96,0.65,153.14,129.35,0.01,1.48,3.95,0.5,2.79,199.9,1.09,0.025,29.49,0.11,0.71,5.67,4.53,2.41,27.85,160.64,0,0,0
9730.406,7705.351,1128.98,0.0025,9.45,7.51,661.53,1.18,0.38,3.12,0.18,38.71,12.12,18.82,49.95,4.36,20.66,0.11,2.87,1.36,18.07,1.47,741.33,0.7,2.11,6.6,8.84,742.82,60.27,0.03,0.8,15.49,0.5,1.67,434.22,0.46,0.102,6.56,0.41,0.48,1.98,116.56,0.67,20.36,103.06,0,0,1
6872.263,8977.7,624.0,0.0025,7.14,2.13,43.17,0.34,0.33,6.84,0.46,49.19,19.04,16.44,4.49,5.2,21.24,0.17,2.05,0.17,27.3,2.18,2067.96,0.25,0.07,5.42,8.27,598.97,12.04,0.06,13.95,14.73,0.5,1.19,498.56,0.39,0.025,3.95,0.34,0.11,1.73,90.58,0.7,30.21,90.28,0,0,0
